"날짜","종가","오픈","고가","저가","변동 %"
"2012년 07월 04일","1,137.49","1,134.15","1,138.53","1,132.55","0.35%"
"2012년 07월 03일","1,133.48","1,143.50","1,145.35","1,133.41","-0.91%"
"2012년 07월 02일","1,143.89","1,141.00","1,146.70","1,140.40","0.23%"
"2012년 06월 29일","1,141.32","1,158.60","1,158.60","1,140.85","-1.44%"
"2012년 06월 28일","1,158.02","1,155.60","1,158.98","1,153.00","0.20%"
"2012년 06월 27일","1,155.69","1,158.60","1,159.20","1,155.57","-0.24%"
"2012년 06월 26일","1,158.50","1,162.25","1,163.20","1,157.00","-0.31%"
"2012년 06월 25일","1,162.05","1,157.00","1,165.18","1,156.40","0.27%"
"2012년 06월 22일","1,158.94","1,154.35","1,159.90","1,154.35","0.39%"
"2012년 06월 21일","1,154.45","1,152.81","1,154.75","1,147.70","0.15%"
"2012년 06월 20일","1,152.71","1,153.55","1,155.10","1,150.50","-0.06%"
"2012년 06월 19일","1,153.35","1,157.60","1,161.30","1,153.30","-0.36%"
"2012년 06월 18일","1,157.50","1,157.40","1,160.20","1,156.80","-0.63%"
"2012년 06월 15일","1,164.86","1,164.37","1,166.30","1,161.75","0.04%"
"2012년 06월 14일","1,164.37","1,166.54","1,168.65","1,164.14","-0.19%"
"2012년 06월 13일","1,166.54","1,169.05","1,170.10","1,165.65","-0.23%"
"2012년 06월 12일","1,169.25","1,171.60","1,174.30","1,167.90","-0.19%"
"2012년 06월 11일","1,171.50","1,164.70","1,171.55","1,164.70","-0.22%"
"2012년 06월 08일","1,174.09","1,164.75","1,176.55","1,164.75","0.79%"
"2012년 06월 07일","1,164.85","1,174.60","1,175.10","1,163.35","-0.82%"
"2012년 06월 06일","1,174.50","1,176.30","1,176.30","1,173.22","-0.33%"
"2012년 06월 05일","1,178.43","1,179.59","1,181.80","1,175.20","-0.10%"
"2012년 06월 04일","1,179.59","1,183.10","1,184.30","1,179.59","-0.25%"
"2012년 06월 01일","1,182.50","1,180.37","1,183.95","1,176.40","0.17%"
"2012년 05월 31일","1,180.47","1,181.01","1,185.90","1,177.07","-0.04%"
"2012년 05월 30일","1,180.91","1,178.40","1,180.91","1,176.40","0.40%"
"2012년 05월 29일","1,176.15","1,176.92","1,183.30","1,173.17","-0.04%"
"2012년 05월 28일","1,176.57","1,176.35","1,176.57","1,176.35","-0.75%"
"2012년 05월 25일","1,185.50","1,177.22","1,186.65","1,176.80","0.70%"
"2012년 05월 24일","1,177.22","1,181.11","1,183.57","1,175.90","-0.33%"
"2012년 05월 23일","1,181.11","1,166.83","1,181.79","1,166.83","1.22%"
"2012년 05월 22일","1,166.83","1,167.28","1,167.28","1,161.40","-0.04%"
"2012년 05월 21일","1,167.28","1,166.40","1,171.70","1,163.30","-0.12%"
"2012년 05월 18일","1,168.74","1,166.19","1,175.75","1,166.19","0.24%"
"2012년 05월 17일","1,165.94","1,166.07","1,167.86","1,161.15","-0.03%"
"2012년 05월 16일","1,166.32","1,156.10","1,170.85","1,156.10","0.90%"
"2012년 05월 15일","1,155.90","1,154.20","1,156.90","1,152.00","0.18%"
"2012년 05월 14일","1,153.80","1,148.70","1,155.30","1,147.70","0.40%"
"2012년 05월 11일","1,149.20","1,143.20","1,149.64","1,141.70","0.55%"
"2012년 05월 10일","1,142.90","1,143.70","1,146.20","1,140.30","-0.14%"
"2012년 05월 09일","1,144.50","1,138.60","1,145.30","1,137.05","0.55%"
"2012년 05월 08일","1,138.25","1,138.60","1,139.50","1,134.30","-0.02%"
"2012년 05월 07일","1,138.50","1,138.40","1,140.40","1,135.60","0.23%"
"2012년 05월 04일","1,135.85","1,131.50","1,135.85","1,130.90","0.41%"
"2012년 05월 03일","1,131.25","1,131.00","1,132.25","1,128.37","0.09%"
"2012년 05월 02일","1,130.20","1,128.00","1,130.20","1,125.70","0.23%"
"2012년 05월 01일","1,127.65","1,128.90","1,131.80","1,127.41","-0.22%"
"2012년 04월 30일","1,130.15","1,131.50","1,133.40","1,127.71","-0.11%"
"2012년 04월 27일","1,131.37","1,134.10","1,136.70","1,131.37","-0.14%"
"2012년 04월 26일","1,133.00","1,137.40","1,139.45","1,132.00","-0.44%"
"2012년 04월 25일","1,138.05","1,137.60","1,141.60","1,136.10","-0.12%"
"2012년 04월 24일","1,139.45","1,141.20","1,142.70","1,137.45","-0.21%"
"2012년 04월 23일","1,141.80","1,139.05","1,142.82","1,137.20","0.22%"
"2012년 04월 20일","1,139.35","1,138.40","1,142.25","1,137.35","-0.11%"
"2012년 04월 19일","1,140.65","1,138.95","1,142.05","1,136.80","0.00%"
"2012년 04월 18일","1,140.65","1,134.25","1,141.40","1,133.20","0.54%"
"2012년 04월 17일","1,134.55","1,137.50","1,142.30","1,134.55","-0.14%"
"2012년 04월 16일","1,136.10","1,136.45","1,139.80","1,135.00","0.14%"
"2012년 04월 13일","1,134.50","1,135.40","1,136.80","1,131.80","-0.05%"
"2012년 04월 12일","1,135.05","1,142.80","1,145.20","1,135.05","-0.76%"
"2012년 04월 11일","1,143.70","1,139.90","1,147.35","1,139.90","0.36%"
"2012년 04월 10일","1,139.65","1,138.05","1,139.75","1,134.95","0.19%"
"2012년 04월 09일","1,137.50","1,135.40","1,139.20","1,135.40","0.42%"
"2012년 04월 06일","1,132.75","1,128.95","1,133.30","1,128.95","0.21%"
"2012년 04월 05일","1,130.40","1,131.15","1,133.15","1,127.55","-0.07%"
"2012년 04월 04일","1,131.15","1,125.25","1,131.65","1,122.40","0.47%"
"2012년 04월 03일","1,125.85","1,127.30","1,127.30","1,122.10","-0.01%"
"2012년 04월 02일","1,125.95","1,133.50","1,133.50","1,125.95","-0.53%"
"2012년 03월 30일","1,131.90","1,137.60","1,138.10","1,130.30","-0.64%"
"2012년 03월 29일","1,139.15","1,135.90","1,140.40","1,135.40","0.16%"
"2012년 03월 28일","1,137.30","1,137.90","1,140.10","1,134.75","0.07%"
"2012년 03월 27일","1,136.55","1,135.80","1,139.90","1,132.45","0.29%"
"2012년 03월 26일","1,133.25","1,134.30","1,142.25","1,132.75","-0.20%"
"2012년 03월 23일","1,135.50","1,132.20","1,135.80","1,131.80","0.19%"
"2012년 03월 22일","1,133.30","1,130.40","1,133.30","1,127.30","0.26%"
"2012년 03월 21일","1,130.40","1,127.85","1,130.75","1,125.20","0.23%"
"2012년 03월 20일","1,127.85","1,119.85","1,128.65","1,119.85","0.70%"
"2012년 03월 19일","1,120.05","1,126.30","1,126.30","1,119.85","-0.52%"
"2012년 03월 16일","1,125.90","1,124.10","1,126.00","1,122.90","0.13%"
"2012년 03월 15일","1,124.40","1,132.95","1,132.95","1,122.95","-0.75%"
"2012년 03월 14일","1,132.95","1,123.20","1,132.95","1,121.10","0.87%"
"2012년 03월 13일","1,123.20","1,123.85","1,127.60","1,119.60","-0.06%"
"2012년 03월 12일","1,123.85","1,116.60","1,125.45","1,116.60","0.61%"
"2012년 03월 09일","1,117.00","1,114.50","1,119.20","1,114.50","0.14%"
"2012년 03월 08일","1,115.45","1,123.45","1,125.70","1,115.45","-0.67%"
"2012년 03월 07일","1,122.95","1,124.25","1,129.15","1,122.95","-0.14%"
"2012년 03월 06일","1,124.50","1,118.80","1,125.95","1,116.10","0.53%"
"2012년 03월 05일","1,118.55","1,115.25","1,120.00","1,115.25","0.27%"
"2012년 03월 02일","1,115.50","1,113.90","1,117.00","1,112.00","0.05%"
"2012년 03월 01일","1,114.90","1,119.30","1,120.95","1,114.90","-0.39%"
"2012년 02월 29일","1,119.30","1,125.85","1,126.40","1,116.40","-0.58%"
"2012년 02월 28일","1,125.85","1,126.15","1,128.80","1,124.40","-0.03%"
"2012년 02월 27일","1,126.15","1,124.50","1,132.05","1,124.50","0.15%"
"2012년 02월 24일","1,124.50","1,127.65","1,127.65","1,123.60","-0.28%"
"2012년 02월 23일","1,127.65","1,128.70","1,130.70","1,126.30","-0.09%"
"2012년 02월 22일","1,128.70","1,125.55","1,129.25","1,124.60","0.28%"
"2012년 02월 21일","1,125.55","1,121.90","1,128.35","1,121.70","0.33%"
"2012년 02월 20일","1,121.90","1,126.75","1,126.75","1,120.30","-0.44%"
"2012년 02월 17일","1,126.88","1,126.83","1,128.88","1,122.53","0.08%"
"2012년 02월 16일","1,125.95","1,125.15","1,135.25","1,125.15","0.07%"
"2012년 02월 15일","1,125.15","1,126.30","1,126.30","1,120.80","-0.10%"
"2012년 02월 14일","1,126.30","1,120.70","1,127.05","1,120.70","0.54%"
"2012년 02월 13일","1,120.20","1,123.50","1,127.20","1,119.50","-0.29%"
"2012년 02월 10일","1,123.50","1,119.40","1,124.40","1,117.40","0.40%"
"2012년 02월 09일","1,119.05","1,117.65","1,121.70","1,115.50","0.13%"
"2012년 02월 08일","1,117.65","1,118.00","1,119.00","1,116.00","0.01%"
"2012년 02월 07일","1,117.50","1,122.40","1,124.10","1,117.50","-0.27%"
"2012년 02월 06일","1,120.50","1,114.60","1,122.80","1,114.60","0.31%"
"2012년 02월 03일","1,117.00","1,116.90","1,122.50","1,116.50","-0.01%"
"2012년 02월 02일","1,117.15","1,124.10","1,124.10","1,116.15","-0.57%"
"2012년 02월 01일","1,123.60","1,125.70","1,130.15","1,123.60","-0.23%"
"2012년 01월 31일","1,126.20","1,128.50","1,130.45","1,121.25","-0.18%"
"2012년 01월 30일","1,128.25","1,122.50","1,129.95","1,120.50","0.67%"
"2012년 01월 27일","1,120.75","1,125.15","1,126.55","1,120.75","-0.16%"
"2012년 01월 26일","1,122.50","1,127.05","1,127.05","1,120.30","-0.45%"
"2012년 01월 25일","1,127.55","1,130.05","1,130.05","1,125.40","-0.22%"
"2012년 01월 24일","1,130.05","1,128.15","1,135.00","1,128.15","0.17%"
"2012년 01월 23일","1,128.15","1,134.00","1,134.00","1,126.40","-0.47%"
"2012년 01월 20일","1,133.50","1,134.30","1,137.60","1,133.40","-0.08%"
"2012년 01월 19일","1,134.40","1,139.10","1,139.10","1,134.40","-0.41%"
"2012년 01월 18일","1,139.10","1,143.75","1,146.70","1,139.10","-0.41%"
"2012년 01월 17일","1,143.75","1,152.75","1,152.75","1,143.60","-0.72%"
"2012년 01월 16일","1,152.00","1,150.60","1,155.55","1,150.60","0.06%"
"2012년 01월 13일","1,151.35","1,152.45","1,154.30","1,147.00","-0.10%"
"2012년 01월 12일","1,152.45","1,159.55","1,161.80","1,152.25","-0.61%"
"2012년 01월 11일","1,159.55","1,154.55","1,162.80","1,154.55","0.43%"
"2012년 01월 10일","1,154.55","1,158.05","1,159.70","1,153.55","-0.30%"
"2012년 01월 09일","1,158.05","1,161.00","1,167.20","1,158.05","-0.21%"
"2012년 01월 06일","1,160.50","1,155.40","1,163.40","1,153.90","0.38%"
"2012년 01월 05일","1,156.05","1,147.85","1,156.50","1,147.40","0.67%"
"2012년 01월 04일","1,148.35","1,145.70","1,152.00","1,144.90","0.23%"
"2012년 01월 03일","1,145.70","1,155.65","1,155.70","1,144.70","-0.82%"
"2012년 01월 02일","1,155.15","1,159.00","1,159.00","1,153.40","-0.35%"
"2011년 12월 30일","1,159.25","1,157.25","1,159.40","1,155.90","0.19%"
"2011년 12월 29일","1,157.00","1,157.50","1,159.30","1,149.30","-0.04%"
"2011년 12월 28일","1,157.50","1,156.15","1,159.60","1,153.30","0.12%"
"2011년 12월 27일","1,156.15","1,155.00","1,160.40","1,151.40","0.10%"
"2011년 12월 26일","1,155.00","1,149.50","1,156.00","1,145.20","0.48%"
"2011년 12월 23일","1,149.50","1,154.50","1,154.50","1,147.40","-0.43%"
"2011년 12월 22일","1,154.50","1,151.30","1,159.10","1,151.30","0.28%"
"2011년 12월 21일","1,151.30","1,157.50","1,157.80","1,145.30","-0.58%"
"2011년 12월 20일","1,158.00","1,176.50","1,176.50","1,158.00","-1.55%"
"2011년 12월 19일","1,176.25","1,159.25","1,180.55","1,158.15","1.52%"
"2011년 12월 16일","1,158.65","1,155.05","1,159.45","1,152.95","0.12%"
"2011년 12월 15일","1,157.25","1,158.75","1,163.75","1,155.95","-0.15%"
"2011년 12월 14일","1,159.00","1,158.00","1,161.40","1,155.80","0.09%"
"2011년 12월 13일","1,158.00","1,150.20","1,161.10","1,150.20","0.72%"
"2011년 12월 12일","1,149.70","1,147.10","1,149.70","1,138.30","0.25%"
"2011년 12월 09일","1,146.80","1,140.60","1,148.50","1,137.00","1.12%"
"2011년 12월 08일","1,134.05","1,129.50","1,134.30","1,128.90","0.39%"
"2011년 12월 07일","1,129.62","1,129.12","1,131.17","1,124.62","0.05%"
"2011년 12월 06일","1,129.00","1,125.00","1,133.30","1,125.00","0.36%"
"2011년 12월 05일","1,125.00","1,128.50","1,133.50","1,125.00","-0.31%"
"2011년 12월 02일","1,128.50","1,126.40","1,131.90","1,126.00","0.13%"
"2011년 12월 01일","1,127.05","1,140.55","1,140.55","1,122.40","-1.18%"
"2011년 11월 30일","1,140.55","1,140.00","1,146.30","1,137.30","0.05%"
"2011년 11월 29일","1,140.00","1,153.00","1,156.20","1,140.00","-1.13%"
"2011년 11월 28일","1,153.00","1,162.50","1,162.50","1,151.50","-0.82%"
"2011년 11월 25일","1,162.50","1,158.40","1,165.20","1,155.90","0.59%"
"2011년 11월 24일","1,155.65","1,160.20","1,160.90","1,151.65","-0.44%"
"2011년 11월 23일","1,160.70","1,144.65","1,160.70","1,144.65","1.40%"
"2011년 11월 22일","1,144.65","1,144.00","1,151.70","1,143.40","0.08%"
"2011년 11월 21일","1,143.75","1,139.25","1,144.05","1,135.65","0.39%"
"2011년 11월 18일","1,139.25","1,138.55","1,141.35","1,131.65","0.49%"
"2011년 11월 17일","1,133.65","1,136.15","1,144.80","1,128.40","-0.26%"
"2011년 11월 16일","1,136.65","1,129.50","1,138.80","1,129.50","0.68%"
"2011년 11월 15일","1,129.00","1,126.80","1,129.00","1,124.30","0.15%"
"2011년 11월 14일","1,127.30","1,127.40","1,127.40","1,117.80","0.06%"
"2011년 11월 11일","1,126.60","1,127.10","1,131.70","1,122.10","-0.51%"
"2011년 11월 10일","1,132.35","1,119.35","1,138.10","1,119.35","1.18%"
"2011년 11월 09일","1,119.10","1,114.30","1,119.35","1,110.05","0.41%"
"2011년 11월 08일","1,114.55","1,115.75","1,123.10","1,113.30","-0.15%"
"2011년 11월 07일","1,116.25","1,111.60","1,121.00","1,111.60","0.50%"
"2011년 11월 04일","1,110.75","1,114.05","1,114.65","1,109.95","-1.50%"
"2011년 11월 03일","1,127.65","1,121.40","1,134.95","1,121.40","0.49%"
"2011년 11월 02일","1,122.15","1,123.05","1,133.20","1,118.65","-0.01%"
"2011년 11월 01일","1,122.30","1,112.10","1,122.30","1,109.95","0.89%"
"2011년 10월 31일","1,112.35","1,103.00","1,112.55","1,100.30","0.85%"
"2011년 10월 28일","1,103.00","1,101.40","1,107.70","1,101.40","-0.33%"
"2011년 10월 27일","1,106.60","1,133.90","1,134.30","1,106.60","-2.37%"
"2011년 10월 26일","1,133.50","1,132.40","1,135.15","1,127.90","0.22%"
"2011년 10월 25일","1,131.05","1,129.05","1,131.90","1,123.55","-0.13%"
"2011년 10월 24일","1,132.55","1,146.30","1,146.30","1,132.55","-1.29%"
"2011년 10월 21일","1,147.35","1,147.05","1,153.25","1,142.95","-0.01%"
"2011년 10월 20일","1,147.50","1,135.90","1,147.85","1,133.30","1.19%"
"2011년 10월 19일","1,134.00","1,146.40","1,147.20","1,128.40","-1.37%"
"2011년 10월 18일","1,149.75","1,152.15","1,153.05","1,143.05","0.11%"
"2011년 10월 17일","1,148.50","1,150.40","1,151.30","1,138.40","-0.66%"
"2011년 10월 14일","1,156.10","1,159.00","1,164.70","1,155.60","-0.23%"
"2011년 10월 13일","1,158.75","1,157.90","1,163.50","1,153.90","-0.54%"
"2011년 10월 12일","1,165.00","1,170.40","1,178.00","1,165.00","-0.55%"
"2011년 10월 11일","1,171.50","1,160.40","1,174.15","1,160.40","0.30%"
"2011년 10월 10일","1,167.95","1,176.40","1,177.40","1,167.95","-0.26%"
"2011년 10월 07일","1,171.00","1,181.30","1,185.20","1,171.00","-1.09%"
"2011년 10월 06일","1,183.95","1,182.70","1,193.00","1,181.30","-0.26%"
"2011년 10월 05일","1,187.00","1,190.40","1,195.50","1,185.55","-0.99%"
"2011년 10월 04일","1,198.90","1,201.20","1,208.40","1,188.30","1.56%"
"2011년 10월 03일","1,180.50","1,180.50","1,180.50","1,180.50","-0.05%"
"2011년 09월 30일","1,181.10","1,175.10","1,181.70","1,174.00","0.56%"
"2011년 09월 29일","1,174.55","1,182.85","1,185.85","1,170.85","-0.05%"
"2011년 09월 28일","1,175.10","1,169.60","1,182.40","1,162.60","0.45%"
"2011년 09월 27일","1,169.80","1,178.40","1,187.30","1,159.80","-1.03%"
"2011년 09월 26일","1,182.00","1,173.90","1,199.10","1,168.90","1.42%"
"2011년 09월 23일","1,165.50","1,180.50","1,196.20","1,165.40","-1.22%"
"2011년 09월 22일","1,179.85","1,175.05","1,180.15","1,169.95","2.61%"
"2011년 09월 21일","1,149.85","1,141.40","1,152.90","1,141.40","0.47%"
"2011년 09월 20일","1,144.50","1,144.30","1,156.60","1,139.40","0.40%"
"2011년 09월 19일","1,139.95","1,116.30","1,141.40","1,114.30","2.47%"
"2011년 09월 16일","1,112.50","1,102.10","1,114.00","1,099.50","-0.13%"
"2011년 09월 15일","1,114.00","1,103.25","1,120.45","1,098.55","0.62%"
"2011년 09월 14일","1,107.15","1,098.40","1,110.95","1,092.30","2.78%"
"2011년 09월 13일","1,077.25","1,077.25","1,077.25","1,077.25","0.00%"
"2011년 09월 12일","1,077.25","1,077.00","1,077.25","1,077.00","-0.02%"
"2011년 09월 09일","1,077.50","1,075.40","1,078.80","1,074.20","0.14%"
"2011년 09월 08일","1,076.00","1,068.40","1,076.55","1,068.40","0.59%"
"2011년 09월 07일","1,069.65","1,072.40","1,073.30","1,069.50","-0.47%"
"2011년 09월 06일","1,074.65","1,070.90","1,077.50","1,069.50","0.47%"
"2011년 09월 05일","1,069.60","1,066.40","1,070.55","1,066.30","0.38%"
"2011년 09월 02일","1,065.60","1,062.40","1,066.20","1,060.50","0.11%"
"2011년 09월 01일","1,064.40","1,066.90","1,067.30","1,060.40","-0.09%"
"2011년 08월 31일","1,065.40","1,071.90","1,074.20","1,063.50","-0.51%"
"2011년 08월 30일","1,070.85","1,073.40","1,075.10","1,070.40","-0.31%"
"2011년 08월 29일","1,074.20","1,077.40","1,079.50","1,073.00","-0.54%"
"2011년 08월 26일","1,080.00","1,088.40","1,088.40","1,080.00","-0.87%"
"2011년 08월 25일","1,089.50","1,082.30","1,090.50","1,080.30","0.55%"
"2011년 08월 24일","1,083.50","1,074.30","1,084.25","1,073.90","0.51%"
"2011년 08월 23일","1,078.00","1,082.80","1,083.40","1,075.65","-0.51%"
"2011년 08월 22일","1,083.55","1,084.40","1,085.80","1,079.25","-0.35%"
"2011년 08월 19일","1,087.35","1,082.35","1,087.75","1,078.75","0.37%"
"2011년 08월 18일","1,083.30","1,068.60","1,083.30","1,068.60","1.36%"
"2011년 08월 17일","1,068.80","1,071.65","1,075.15","1,068.80","-0.23%"
"2011년 08월 16일","1,071.25","1,074.60","1,074.60","1,067.60","0.25%"
"2011년 08월 15일","1,068.55","1,079.50","1,079.50","1,068.30","-0.97%"
"2011년 08월 12일","1,079.05","1,072.05","1,082.85","1,072.05","0.06%"
"2011년 08월 11일","1,078.45","1,087.65","1,090.55","1,078.45","-0.48%"
"2011년 08월 10일","1,083.65","1,074.60","1,084.50","1,073.60","-0.19%"
"2011년 08월 09일","1,085.70","1,089.20","1,096.60","1,085.45","-0.01%"
"2011년 08월 08일","1,085.85","1,072.60","1,085.85","1,067.80","1.73%"
"2011년 08월 05일","1,067.40","1,072.10","1,074.40","1,066.00","0.54%"
"2011년 08월 04일","1,061.70","1,057.00","1,062.00","1,055.20","0.34%"
"2011년 08월 03일","1,058.05","1,057.50","1,061.10","1,056.60","0.47%"
"2011년 08월 02일","1,053.10","1,050.60","1,053.10","1,050.60","0.30%"
"2011년 08월 01일","1,050.00","1,052.50","1,052.60","1,048.65","-0.41%"
"2011년 07월 29일","1,054.30","1,052.20","1,054.30","1,051.90","0.08%"
"2011년 07월 28일","1,053.50","1,054.30","1,055.10","1,051.80","-0.04%"
"2011년 07월 27일","1,053.95","1,050.00","1,053.95","1,049.50","0.43%"
"2011년 07월 26일","1,049.40","1,054.60","1,056.20","1,048.65","-0.52%"
"2011년 07월 25일","1,054.90","1,051.80","1,056.90","1,051.80","0.38%"
"2011년 07월 22일","1,050.88","1,050.83","1,052.83","1,050.33","-0.03%"
"2011년 07월 21일","1,051.15","1,053.60","1,056.60","1,051.15","-0.31%"
"2011년 07월 20일","1,054.40","1,055.00","1,056.50","1,054.15","-0.23%"
"2011년 07월 19일","1,056.85","1,060.10","1,061.60","1,056.85","-0.35%"
"2011년 07월 18일","1,060.55","1,059.60","1,063.20","1,059.60","0.19%"
"2011년 07월 15일","1,058.55","1,057.55","1,058.75","1,056.35","0.05%"
"2011년 07월 14일","1,058.00","1,055.90","1,059.50","1,054.20","0.11%"
"2011년 07월 13일","1,056.80","1,064.50","1,066.70","1,054.80","-0.77%"
"2011년 07월 12일","1,065.00","1,065.00","1,068.70","1,063.75","0.66%"
"2011년 07월 11일","1,058.00","1,058.90","1,062.80","1,057.50","0.10%"
"2011년 07월 08일","1,056.95","1,060.15","1,060.25","1,056.15","-0.66%"
"2011년 07월 07일","1,064.00","1,063.90","1,066.10","1,063.40","-0.18%"
"2011년 07월 06일","1,065.95","1,068.60","1,068.60","1,063.60","-0.08%"
"2011년 07월 05일","1,066.85","1,062.50","1,067.90","1,062.50","0.32%"
"2011년 07월 04일","1,063.45","1,064.05","1,065.25","1,062.05","-0.17%"
"2011년 07월 01일","1,065.25","1,067.50","1,069.50","1,063.60","-0.16%"
"2011년 06월 30일","1,067.00","1,071.10","1,073.00","1,066.50","-0.56%"
"2011년 06월 29일","1,073.00","1,077.50","1,080.50","1,073.00","-0.72%"
"2011년 06월 28일","1,080.75","1,081.60","1,084.30","1,080.70","-0.26%"
"2011년 06월 27일","1,083.60","1,083.60","1,089.30","1,083.10","0.44%"
"2011년 06월 24일","1,078.85","1,078.95","1,079.55","1,076.05","-0.15%"
"2011년 06월 23일","1,080.50","1,076.60","1,084.55","1,075.20","0.58%"
"2011년 06월 22일","1,074.30","1,075.60","1,077.60","1,073.50","-0.10%"
"2011년 06월 21일","1,075.40","1,083.40","1,085.10","1,075.15","-0.74%"
"2011년 06월 20일","1,083.40","1,081.60","1,086.50","1,080.50","-0.23%"
"2011년 06월 17일","1,085.95","1,088.95","1,089.05","1,083.05","-0.54%"
"2011년 06월 16일","1,091.85","1,088.60","1,092.10","1,087.30","0.39%"
"2011년 06월 15일","1,087.65","1,081.60","1,089.65","1,080.70","0.59%"
"2011년 06월 14일","1,081.25","1,085.60","1,086.70","1,080.50","-0.52%"
"2011년 06월 13일","1,086.95","1,087.60","1,087.70","1,085.20","0.23%"
"2011년 06월 10일","1,084.50","1,082.40","1,084.50","1,078.10","0.33%"
"2011년 06월 09일","1,080.95","1,085.60","1,085.60","1,080.95","-0.28%"
"2011년 06월 08일","1,084.00","1,077.50","1,085.10","1,077.50","0.61%"
"2011년 06월 07일","1,077.40","1,081.80","1,083.10","1,076.40","-0.24%"
"2011년 06월 06일","1,080.00","1,078.30","1,080.50","1,078.30","0.23%"
"2011년 06월 03일","1,077.50","1,075.40","1,082.30","1,075.00","-0.35%"
"2011년 06월 02일","1,081.25","1,082.65","1,083.65","1,077.85","0.27%"
"2011년 06월 01일","1,078.35","1,077.60","1,079.30","1,074.50","-0.01%"
"2011년 05월 31일","1,078.50","1,077.40","1,079.70","1,075.10","-0.15%"
"2011년 05월 30일","1,080.15","1,079.05","1,081.55","1,078.05","-0.21%"
"2011년 05월 27일","1,082.40","1,088.10","1,088.10","1,078.20","-0.65%"
"2011년 05월 26일","1,089.50","1,094.40","1,094.90","1,088.00","-1.09%"
"2011년 05월 25일","1,101.50","1,092.80","1,102.10","1,091.30","0.74%"
"2011년 05월 24일","1,093.40","1,099.10","1,099.70","1,092.30","-0.41%"
"2011년 05월 23일","1,097.95","1,086.55","1,097.95","1,086.35","1.40%"
"2011년 05월 20일","1,082.80","1,083.00","1,084.00","1,081.10","-0.34%"
"2011년 05월 19일","1,086.50","1,086.40","1,087.70","1,082.30","-0.18%"
"2011년 05월 18일","1,088.50","1,088.40","1,088.70","1,085.50","0.00%"
"2011년 05월 17일","1,088.50","1,094.20","1,094.40","1,087.00","-0.31%"
"2011년 05월 16일","1,091.85","1,092.05","1,095.15","1,090.55","0.45%"
"2011년 05월 13일","1,086.95","1,085.05","1,092.35","1,083.35","-0.14%"
"2011년 05월 12일","1,088.50","1,082.40","1,088.50","1,080.80","1.11%"
"2011년 05월 11일","1,076.50","1,077.40","1,077.90","1,073.80","-0.37%"
"2011년 05월 10일","1,080.50","1,082.70","1,083.20","1,080.50","-0.09%"
"2011년 05월 09일","1,081.50","1,079.40","1,085.20","1,078.40","-0.37%"
"2011년 05월 06일","1,085.55","1,089.75","1,090.15","1,082.35","0.35%"
"2011년 05월 05일","1,081.75","1,080.75","1,081.75","1,079.75","0.46%"
"2011년 05월 04일","1,076.75","1,074.35","1,076.95","1,072.25","0.30%"
"2011년 05월 03일","1,073.50","1,068.40","1,073.50","1,068.40","0.71%"
"2011년 05월 02일","1,065.95","1,070.25","1,070.25","1,064.00","-0.24%"
"2011년 04월 29일","1,068.50","1,071.00","1,075.50","1,068.50","-0.46%"
"2011년 04월 28일","1,073.40","1,078.00","1,078.00","1,071.00","-0.39%"
"2011년 04월 27일","1,077.55","1,080.90","1,082.50","1,077.55","-0.50%"
"2011년 04월 26일","1,083.00","1,080.90","1,087.70","1,080.90","0.07%"
"2011년 04월 25일","1,082.28","1,080.53","1,083.03","1,080.53","0.11%"
"2011년 04월 22일","1,081.05","1,084.25","1,084.25","1,080.05","0.01%"
"2011년 04월 21일","1,080.95","1,077.90","1,082.50","1,077.90","0.21%"
"2011년 04월 20일","1,078.70","1,083.90","1,086.90","1,077.50","-0.62%"
"2011년 04월 19일","1,085.45","1,094.00","1,095.20","1,084.95","-0.28%"
"2011년 04월 18일","1,088.50","1,086.40","1,092.30","1,086.30","0.05%"
"2011년 04월 15일","1,088.00","1,085.90","1,091.80","1,084.90","0.16%"
"2011년 04월 14일","1,086.30","1,086.00","1,094.20","1,085.55","-0.02%"
"2011년 04월 13일","1,086.55","1,093.40","1,096.70","1,085.80","-0.50%"
"2011년 04월 12일","1,092.00","1,086.90","1,095.80","1,086.90","0.34%"
"2011년 04월 11일","1,088.25","1,083.10","1,088.25","1,082.90","0.53%"
"2011년 04월 08일","1,082.50","1,088.40","1,089.20","1,082.30","-0.47%"
"2011년 04월 07일","1,087.60","1,086.00","1,091.30","1,083.00","0.16%"
"2011년 04월 06일","1,085.85","1,089.00","1,089.00","1,084.00","-0.15%"
"2011년 04월 05일","1,087.50","1,087.40","1,092.90","1,086.50","-0.09%"
"2011년 04월 04일","1,088.45","1,085.50","1,089.80","1,081.90","0.13%"
"2011년 04월 01일","1,087.05","1,098.35","1,098.45","1,085.35","-0.86%"
"2011년 03월 31일","1,096.50","1,103.00","1,104.10","1,094.70","-0.63%"
"2011년 03월 30일","1,103.45","1,107.00","1,110.80","1,099.50","-0.72%"
"2011년 03월 29일","1,111.50","1,114.00","1,117.30","1,110.20","-0.23%"
"2011년 03월 28일","1,114.10","1,112.65","1,117.45","1,112.45","0.27%"
"2011년 03월 25일","1,111.05","1,115.25","1,117.05","1,111.05","-0.71%"
"2011년 03월 24일","1,118.95","1,121.75","1,124.15","1,118.95","-0.35%"
"2011년 03월 23일","1,122.90","1,121.00","1,127.10","1,119.30","0.17%"
